Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status, Owner, Bug/Auton, Comments
Test Setup, TestSetup, TestSetup.AddAlien, AddRequiredAlienInServer,  , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "Power Supply"- "AC2 Power"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "Controller Card"- "TNC-E/TSC-E"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "Redundant Controller Card"- "No"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "UTS AC Power Cables"- "EU"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "Redundant Power Scheme"- "Yes"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "Raman Adapter Share"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "ECU Type"- "ECU-S"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-2"- "MF Unit"- "MF1-RU"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Mpo16ToMpo8"- "MF-2MPO-ADP"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Power Supply"- "AC2 Power"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "UTS AC Power Cables"- "UK"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Redundant Power Scheme"- "Yes"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "ECU Type"- "ECU-S"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "MF Unit"- "MF-6RU/MF-10RU"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Scalable Upto Degree"- "4"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Site Type"- "SMR-20"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-3"- "Pre Equip Degree"- "4"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Controller Card"- "TNCS-O"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Redundant Power Scheme"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "Raman Adapter Share"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "ECU Type"- "ECU60-S"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-5"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Power Supply"- "DC20 Power"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Controller Card"- "TNCS-2"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Redundant Controller Card"- "Yes"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Redundant Power Scheme"- "Yes"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "ECU Type"- "ECU60-S"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "MF Unit"- "MF1-RU"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Scalable Upto Degree"- "8"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Degree Mesh Type"- "PPMESH8-5AD"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Pre Equip Degree"- "8"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-6"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Power Supply"- "AC Power"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Redundant Controller Card"- "Yes"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "UTS AC Power Cables"- "AUS"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Redundant Power Scheme"- "1+1"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "ECU Type"- "ECU"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "MF Unit"- "MF1-RU"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Scalable Upto Degree"- "12"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Pre Equip Degree"- "12"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-7"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,  ""- ""- ""- ""- ""- ""- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, closeEntityEditorClickDesign,  "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerbacktodesign,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-1"- "Evolved Mesh"- "true"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerbacktodesign,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-1"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerbacktodesign,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-1"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerbacktodesign,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-1"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerbacktodesign,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-1"- "Enable NCS"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test3, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerbacktodesign,  "2K-FLEX-NETWORK-ETSI"- "Yes"- "Sites"- "Site-1"- "Use Payg"- "false"- ""- "2K-FLEX-NETWORK-ETSI"- "Site-1-Site-3-Site-6-Site-7" , passed
